anio,oficina_representacion,serv_culturales_derechohab_publ,serv_deportivos_derechohab_publ,serv_sociales_derechohab_publ,serv_funerarios_derechohab_publ,serv_sociales_pensionados_jubl,fome_deportivo_pensionados_jubl,serv_culturales_pensionados_jubl,soci_comedores_pensionados_jubl,fecha
2019,Colima,69491.0,64789.0,,47.0,10458.0,10988.0,11322.0,,2019-01-01
2019,Chiapas,68503.0,19130.0,,50.0,1369.0,14329.0,16853.0,,2019-01-01
2019,Chihuahua,68938.0,72141.0,,188.0,8607.0,4903.0,7118.0,,2019-01-01
2019,Durango,100926.0,46468.0,,73.0,22368.0,13140.0,7245.0,,2019-01-01
2019,Guanajuato,56113.0,39688.0,,119.0,295.0,1956.0,7471.0,,2019-01-01
2019,Guerrero,41697.0,38767.0,,77.0,2070.0,2975.0,66.0,,2019-01-01
2019,Hidalgo,130797.0,72759.0,,98.0,1848.0,3244.0,8325.0,,2019-01-01
2019,Jalisco,86896.0,32765.0,,226.0,7314.0,3081.0,6242.0,,2019-01-01
2019,Mexico,205948.0,31890.0,,2782.0,7155.0,4994.0,12312.0,,2019-01-01
2019,Michoacan,159861.0,33884.0,,3.0,4667.0,5093.0,4885.0,,2019-01-01
2019,Morelos,79641.0,21918.0,,72.0,1349.0,5676.0,4732.0,,2019-01-01
2019,Nayarit,72968.0,55386.0,,217.0,2491.0,3816.0,6355.0,,2019-01-01
2019,Nuevo Leon,98414.0,65121.0,,1797.0,2517.0,4241.0,5790.0,,2019-01-01
2019,Oaxaca,277218.0,34857.0,,56.0,41550.0,5755.0,105889.0,,2019-01-01
2019,Puebla,84659.0,47146.0,,559.0,6826.0,2244.0,12815.0,,2019-01-01
2019,Queretaro,34865.0,40744.0,,6.0,3525.0,3997.0,686.0,,2019-01-01
2019,Quintana Roo,20761.0,44029.0,,,18869.0,2424.0,7744.0,,2019-01-01
2019,San Luis Potosi,204535.0,88112.0,,125.0,10735.0,11894.0,14648.0,,2019-01-01
2019,Sinaloa,66325.0,15752.0,,,5741.0,1112.0,8290.0,,2019-01-01
2019,Sonora,69680.0,16785.0,,24.0,941.0,7849.0,3526.0,,2019-01-01
2019,Tabasco,92025.0,17653.0,,94.0,6420.0,15938.0,12015.0,,2019-01-01
2019,Tamaulipas,24855.0,26748.0,,6.0,2336.0,1920.0,1905.0,,2019-01-01
2019,Tlaxcala,35401.0,25473.0,,114.0,1328.0,3165.0,6599.0,,2019-01-01
2019,Veracruz,55111.0,48337.0,,70.0,3376.0,4214.0,1477.0,,2019-01-01
2019,Yucatan,64862.0,46989.0,,97.0,10086.0,25968.0,11618.0,,2019-01-01
2019,Zacatecas,123350.0,92540.0,,439.0,32044.0,13730.0,10761.0,,2019-01-01
2019,Delegacion Norte,127697.0,48880.0,,3751.0,2787.0,14430.0,3094.0,,2019-01-01
2019,Delegacion Sur,119571.0,161933.0,,9116.0,8594.0,11419.0,12443.0,,2019-01-01
2019,Delegacion Oriente,25401.0,87897.0,,30.0,9439.0,49834.0,9752.0,,2019-01-01
2019,Delegacion Poniente,141741.0,114647.0,,1692.0,15181.0,12065.0,18830.0,,2019-01-01
2019,Oficinas Centrales,997716.0,,,,,,2530.0,,2019-01-01
2019,Convive Cd. Mex.,,,,,,,19648.0,56176.0,2019-01-01
2019,Issstehuixtla,,,91806.0,,,,,25685.0,2019-01-01
2020,Aguascalientes,2997.0,6210.0,,121.0,,3082.0,1548.0,,2020-01-01
2020,Baja California. Norte,2436.0,3324.0,,135.0,417.0,342.0,417.0,,2020-01-01
2020,Baja California. Sur,256.0,29171.0,,,48.0,4240.0,251.0,,2020-01-01
2020,Campeche,23409.0,35752.0,,12.0,3286.0,1405.0,1924.0,,2020-01-01
2020,Coahuila,12605.0,20194.0,,6.0,1855.0,5007.0,1502.0,,2020-01-01
2020,Colima,,24366.0,,76.0,,665.0,,,2020-01-01
2020,Chiapas,11790.0,3194.0,,19.0,198.0,2545.0,1465.0,,2020-01-01
2020,Chihuahua,8471.0,9155.0,,143.0,908.0,1168.0,1800.0,,2020-01-01
2020,Durango,7777.0,8124.0,,38.0,1248.0,3730.0,961.0,,2020-01-01
2020,Guanajuato,347.0,5275.0,,142.0,840.0,425.0,31.0,,2020-01-01
2020,Guerrero,3320.0,5334.0,,8.0,120.0,420.0,,,2020-01-01
2020,Hidalgo,27129.0,15133.0,,152.0,627.0,615.0,2033.0,,2020-01-01
2020,Jalisco,1393.0,28950.0,,151.0,272.0,1681.0,164.0,,2020-01-01
2020,Mexico,17835.0,26203.0,,6927.0,870.0,4580.0,2281.0,,2020-01-01
2020,Michoacan,15319.0,7478.0,,,590.0,1722.0,420.0,,2020-01-01
2020,Morelos,8048.0,5052.0,,102.0,161.0,1137.0,333.0,,2020-01-01
2020,Nayarit,4831.0,26895.0,,245.0,1244.0,2240.0,172.0,,2020-01-01
2020,Nuevo Leon,4574.0,13057.0,,1673.0,444.0,707.0,377.0,,2020-01-01
2020,Oaxaca,31523.0,5186.0,,19.0,,376.0,13506.0,,2020-01-01
2020,Puebla,6925.0,12497.0,,472.0,4198.0,1519.0,1330.0,,2020-01-01
2020,Queretaro,1164.0,2825.0,,,369.0,590.0,951.0,,2020-01-01
2020,Quintana Roo,2703.0,7528.0,,,1830.0,1533.0,1225.0,,2020-01-01
2020,San Luis Potosi,9400.0,38034.0,,223.0,4014.0,9386.0,2064.0,,2020-01-01
2020,Sinaloa,103.0,2271.0,,,374.0,57.0,189.0,,2020-01-01
2020,Sonora,1295.0,2139.0,,,,1262.0,152.0,,2020-01-01
2020,Tabasco,705.0,3671.0,,182.0,400.0,2363.0,800.0,,2020-01-01
2020,Tamaulipas,3899.0,7153.0,,,,480.0,367.0,,2020-01-01
2020,Tlaxcala,10049.0,6948.0,,362.0,908.0,2542.0,792.0,,2020-01-01
2020,Veracruz,7673.0,9776.0,,124.0,336.0,876.0,218.0,,2020-01-01
2020,Yucatan,10930.0,11393.0,,127.0,764.0,3525.0,1154.0,,2020-01-01
2020,Zacatecas,12471.0,24051.0,,440.0,700.0,4024.0,930.0,,2020-01-01
2020,Delegacion Norte,16253.0,28827.0,,3725.0,1457.0,6078.0,368.0,,2020-01-01
2020,Delegacion Sur,11157.0,44236.0,,8813.0,490.0,2259.0,1517.0,,2020-01-01
2020,Delegacion Oriente,158.0,26737.0,,20.0,815.0,14666.0,215.0,,2020-01-01
2020,Delegacion Poniente,17236.0,25514.0,,1905.0,951.0,2522.0,2471.0,,2020-01-01
2020,Oficinas Centrales,148392.0,,,45.0,,,,,2020-01-01
2020,Convive Cd. Mex.,,,,,,,,,2020-01-01
2020,Issstehuixtla,,,11320.0,,,,,,2020-01-01
2021,Aguascalientes,43.0,386.0,,16.0,1.0,40.0,,,2021-01-01
2021,Baja California. Norte,79.0,184.0,,51.0,145.0,67.0,,,2021-01-01
2021,Baja California. Sur,9.0,4.0,12.0,1.0,23.0,,1.0,,2021-01-01
2021,Campeche,13.0,143.0,5.0,,902.0,1168.0,263.0,,2021-01-01
2021,Chiapas,34.0,551.0,,12.0,1820.0,752.0,504.0,,2021-01-01
2021,Chihuahua,97.0,1944.0,,,1200.0,877.0,26.0,,2021-01-01
2021,Coahuila,254.0,302.0,,74.0,301.0,138.0,107.0,,2021-01-01
2021,Colima,116.0,176.0,,105.0,1778.0,626.0,4.0,,2021-01-01
2021,Durango,282.0,563.0,,6.0,216.0,311.0,11.0,,2021-01-01
2021,Mexico,396.0,298.0,47.0,42.0,517.0,400.0,192.0,,2021-01-01
2021,Guanajuato,139.0,521.0,19.0,51.0,605.0,60.0,81.0,,2021-01-01
2021,Guerrero,,286.0,,79.0,20.0,178.0,,,2021-01-01
2021,Hidalgo,208.0,884.0,3.0,285.0,955.0,139.0,1.0,,2021-01-01
2021,Jalisco,245.0,389.0,,3750.0,365.0,367.0,120.0,,2021-01-01
2021,Michoacan,830.0,1794.0,,58.0,755.0,1571.0,1.0,,2021-01-01
2021,Morelos,603.0,668.0,,108.0,1192.0,563.0,1.0,,2021-01-01
2021,Nayarit,366.0,176.0,68.0,2.0,129.0,,148.0,,2021-01-01
2021,Nuevo Leon,50.0,93.0,287.0,1409.0,171.0,174.0,22.0,,2021-01-01
2021,Oaxaca,269.0,166.0,,40.0,85.0,206.0,59.0,,2021-01-01
2021,Puebla,109.0,300.0,2.0,,701.0,260.0,4.0,,2021-01-01
2021,Queretaro,11.0,299.0,,,216.0,148.0,9.0,,2021-01-01
2021,Quintana Roo,110.0,193.0,157.0,69.0,541.0,164.0,157.0,,2021-01-01
2021,San Luis Potosi,145.0,509.0,5.0,227.0,195.0,193.0,1.0,,2021-01-01
2021,Sinaloa,40.0,354.0,8.0,,941.0,499.0,428.0,,2021-01-01
2021,Sonora,,,,,,,,,2021-01-01
2021,Tabasco,113.0,507.0,198.0,21.0,610.0,153.0,41.0,,2021-01-01
2021,Tamaulipas,19.0,4.0,,2.0,,,,,2021-01-01
2021,Tlaxcala,639.0,545.0,,14.0,537.0,235.0,220.0,,2021-01-01
2021,Veracruz,469.0,445.0,63.0,143.0,263.0,314.0,25.0,,2021-01-01
2021,Yucatan,211.0,187.0,34.0,160.0,1401.0,938.0,25.0,,2021-01-01
2021,Zacatecas,90.0,508.0,4.0,37.0,741.0,83.0,280.0,,2021-01-01
2021,Delegacion Sur,170.0,127.0,72.0,2489.0,,,,,2021-01-01
2021,Delegacion Norte,1664.0,1814.0,,4670.0,651.0,445.0,204.0,,2021-01-01
2021,Delegacion Poniente,1363.0,2117.0,9.0,41.0,782.0,1821.0,22.0,,2021-01-01
2021,Delegacion Oriente,162.0,685.0,8.0,1931.0,1060.0,403.0,2.0,,2021-01-01
2021,Oficinas Centrales,7.0,913.0,,,,1.0,,,2021-01-01
2021,Convive Cd. Mex.,,,,,,,,,2021-01-01
2021,Issstehuixtla,,,16560.0,,,,,,2021-01-01
2022,Aguascalientes,1374.0,959.0,,23.0,47.0,407.0,66.0,,2022-01-01
2022,Baja California. Norte,113.0,241.0,,7.0,200.0,176.0,7.0,,2022-01-01
2022,Baja California. Sur,204.0,146.0,212.0,10.0,125.0,138.0,77.0,,2022-01-01
2022,Campeche,42.0,763.0,9.0,,713.0,814.0,255.0,,2022-01-01
2022,Chiapas,110.0,680.0,,60.0,1802.0,623.0,449.0,,2022-01-01
2022,Chihuahua,275.0,3166.0,,71.0,5339.0,1515.0,102.0,,2022-01-01
2022,Coahuila,350.0,421.0,,5.0,337.0,289.0,176.0,,2022-01-01
2022,Colima,177.0,241.0,,,3887.0,2299.0,121.0,,2022-01-01
2022,Durango,515.0,644.0,9.0,6.0,232.0,296.0,,,2022-01-01
2022,Mexico,1468.0,1180.0,4.0,2171.0,9327.0,436.0,305.0,,2022-01-01
2022,Guanajuato,159.0,719.0,603.0,13.0,1089.0,267.0,38.0,,2022-01-01
2022,Guerrero,41.0,229.0,2.0,,2.0,159.0,,,2022-01-01
2022,Hidalgo,415.0,626.0,236.0,49.0,2666.0,261.0,5.0,,2022-01-01
2022,Jalisco,320.0,352.0,,142.0,416.0,282.0,4.0,,2022-01-01
2022,Michoacan,950.0,1780.0,2.0,35.0,1719.0,1755.0,12.0,,2022-01-01
2022,Morelos,580.0,1333.0,,48.0,734.0,657.0,1.0,,2022-01-01
2022,Nayarit,168.0,398.0,192.0,1.0,381.0,184.0,107.0,,2022-01-01
2022,Nuevo Leon,242.0,567.0,,688.0,366.0,421.0,,,2022-01-01
2022,Oaxaca,488.0,332.0,,9.0,111.0,353.0,94.0,,2022-01-01
2022,Puebla,163.0,514.0,15.0,,749.0,275.0,1.0,,2022-01-01
2022,Queretaro,201.0,206.0,,39.0,360.0,308.0,,,2022-01-01
2022,Quintana Roo,80.0,312.0,,120.0,469.0,212.0,91.0,,2022-01-01
2022,San Luis Potosi,157.0,621.0,,220.0,228.0,308.0,3.0,,2022-01-01
2022,Sinaloa,378.0,793.0,519.0,,3177.0,502.0,444.0,,2022-01-01
2022,Sonora,46.0,4.0,23.0,,30.0,39.0,29.0,,2022-01-01
2022,Tabasco,145.0,377.0,4.0,13.0,1129.0,313.0,120.0,,2022-01-01
2022,Tamaulipas,61.0,16.0,,12.0,1.0,5.0,4.0,,2022-01-01
2022,Tlaxcala,409.0,621.0,,6.0,527.0,307.0,117.0,,2022-01-01
2022,Veracruz,546.0,653.0,134.0,82.0,3826.0,431.0,9.0,,2022-01-01
2022,Yucatan,467.0,719.0,84.0,234.0,2344.0,1524.0,235.0,,2022-01-01
2022,Zacatecas,420.0,1525.0,,,2452.0,1.0,,,2022-01-01
2022,Delegacion Sur,71.0,603.0,312.0,5550.0,1.0,,3.0,,2022-01-01
2022,Delegacion Norte,3142.0,2663.0,,2657.0,723.0,1299.0,275.0,,2022-01-01
2022,Delegacion Poniente,884.0,3229.0,26.0,2235.0,4505.0,36.0,21.0,,2022-01-01
2022,Delegacion Oriente,5.0,1070.0,,41.0,2223.0,750.0,4.0,,2022-01-01
2022,Oficinas Centrales,170.0,4992.0,,5.0,,,53.0,,2022-01-01
2022,Convive Cd. Mex.,,,,,1744.0,,,24597.0,2022-01-01
2022,Issstehuixtla,,,51801.0,,861.0,,,10916.0,2022-01-01
2023,Aguascalientes,783.0,1632.0,28.0,5.0,195.0,735.0,164.0,,2023-01-01
2023,Baja California. Norte,2.0,761.0,,7.0,309.0,277.0,5.0,,2023-01-01
2023,Baja California. Sur,67.0,47.0,73.0,45.0,237.0,3.0,41.0,,2023-01-01
2023,Campeche,101.0,1260.0,,,1294.0,1254.0,351.0,,2023-01-01
2023,Chiapas,179.0,651.0,,51.0,1711.0,558.0,536.0,,2023-01-01
2023,Chihuahua,180.0,2926.0,,41.0,1347.0,1496.0,192.0,,2023-01-01
2023,Coahuila,483.0,334.0,,,469.0,319.0,193.0,,2023-01-01
2023,Colima,333.0,422.0,,,1133.0,800.0,269.0,,2023-01-01
2023,Durango,460.0,614.0,,9.0,375.0,569.0,7.0,,2023-01-01
2023,Mexico,1934.0,1408.0,6.0,1823.0,2084.0,1004.0,566.0,,2023-01-01
2023,Guanajuato,136.0,540.0,437.0,2.0,596.0,457.0,108.0,,2023-01-01
2023,Guerrero,50.0,151.0,,,20.0,155.0,24.0,,2023-01-01
2023,Hidalgo,481.0,638.0,,33.0,2660.0,283.0,3.0,,2023-01-01
2023,Jalisco,240.0,488.0,,99.0,433.0,267.0,4.0,,2023-01-01
2023,Michoacan,971.0,2206.0,1.0,128.0,957.0,2197.0,6.0,,2023-01-01
2023,Morelos,596.0,1901.0,,41.0,819.0,720.0,180.0,,2023-01-01
2023,Nayarit,482.0,351.0,5.0,10.0,197.0,174.0,326.0,,2023-01-01
2023,Nuevo Leon,160.0,343.0,,533.0,571.0,189.0,6.0,,2023-01-01
2023,Oaxaca,699.0,346.0,,,310.0,462.0,14.0,,2023-01-01
2023,Puebla,221.0,652.0,,,976.0,323.0,1.0,,2023-01-01
2023,Queretaro,317.0,217.0,,46.0,281.0,195.0,74.0,,2023-01-01
2023,Quintana Roo,75.0,308.0,2.0,125.0,371.0,146.0,44.0,,2023-01-01
2023,San Luis Potosi,85.0,715.0,,258.0,199.0,400.0,1.0,,2023-01-01
2023,Sinaloa,495.0,1357.0,,,2650.0,1384.0,473.0,,2023-01-01
2023,Sonora,52.0,37.0,,,119.0,114.0,110.0,,2023-01-01
2023,Tabasco,17.0,484.0,2.0,11.0,1014.0,483.0,160.0,,2023-01-01
2023,Tamaulipas,91.0,12.0,,,3.0,2.0,2.0,,2023-01-01
2023,Tlaxcala,353.0,263.0,,,211.0,217.0,106.0,,2023-01-01
2023,Veracruz,203.0,556.0,,82.0,841.0,1052.0,354.0,,2023-01-01
2023,Yucatan,570.0,985.0,1.0,66.0,2891.0,1697.0,220.0,,2023-01-01
2023,Zacatecas,422.0,767.0,,,1403.0,69.0,,,2023-01-01
2023,Delegacion Sur,357.0,3255.0,891.0,4979.0,362.0,1025.0,63.0,,2023-01-01
2023,Delegacion Norte,3275.0,2662.0,5.0,2142.0,639.0,1532.0,396.0,,2023-01-01
2023,Delegacion Poniente,646.0,1208.0,,2012.0,1445.0,,,,2023-01-01
2023,Delegacion Oriente,9.0,1956.0,220.0,21.0,2464.0,1131.0,14.0,,2023-01-01
2023,Oficinas Centrales,264.0,3407.0,,3.0,,1.0,14.0,,2023-01-01
2023,Convive Cd. Mex.,,,,,3858.0,,,53086.0,2023-01-01
2023,Issstehuixtla,,67042.0,,,1789.0,,,27071.0,2023-01-01
2024,Aguascalientes,846.0,1259.0,,28.0,174.0,911.0,162.0,,2024-01-01
2024,Baja California,66.0,586.0,19.0,0.0,257.0,294.0,1.0,,2024-01-01
2024,Baja California Sur,192.0,419.0,250.0,59.0,163.0,4.0,160.0,,2024-01-01
2024,Campeche,69.0,1315.0,19.0,0.0,1322.0,1246.0,443.0,,2024-01-01
2024,Coahuila,502.0,309.0,,0.0,607.0,318.0,191.0,,2024-01-01
2024,Colima,311.0,420.0,,0.0,1177.0,822.0,210.0,,2024-01-01
2024,Chiapas,170.0,726.0,,0.0,1450.0,370.0,595.0,,2024-01-01
2024,Chihuahua,27.0,521.0,,4.0,118.0,167.0,24.0,,2024-01-01
2024,Durango,406.0,726.0,,8.0,486.0,613.0,3.0,,2024-01-01
2024,Guanajuato,88.0,440.0,4.0,1.0,804.0,448.0,7.0,,2024-01-01
2024,Guerrero,94.0,562.0,104.0,6.0,38.0,95.0,26.0,,2024-01-01
2024,Hidalgo,609.0,756.0,,20.0,2989.0,317.0,12.0,,2024-01-01
2024,Jalisco,297.0,599.0,,76.0,521.0,235.0,25.0,,2024-01-01
2024,Mexico,1480.0,1571.0,694.0,2294.0,1286.0,624.0,380.0,,2024-01-01
2024,Michoacan,771.0,2157.0,2.0,120.0,1081.0,2180.0,15.0,,2024-01-01
2024,Morelos,238.0,2013.0,,37.0,698.0,862.0,809.0,,2024-01-01
2024,Nayarit,393.0,359.0,,0.0,180.0,286.0,201.0,,2024-01-01
2024,Nuevo Leon,202.0,379.0,,529.0,720.0,168.0,2.0,,2024-01-01
2024,Oaxaca,634.0,371.0,,3.0,620.0,601.0,52.0,,2024-01-01
2024,Puebla,260.0,674.0,,0.0,1302.0,137.0,1.0,,2024-01-01
2024,Queretaro,294.0,266.0,10.0,6.0,222.0,296.0,158.0,,2024-01-01
2024,Quintana Roo,59.0,299.0,,115.0,264.0,138.0,22.0,,2024-01-01
2024,San Luis Potosi,177.0,665.0,,276.0,234.0,393.0,,,2024-01-01
2024,Sinaloa,787.0,1545.0,,,2900.0,1456.0,207.0,,2024-01-01
2024,Sonora,9.0,76.0,11.0,,269.0,226.0,182.0,,2024-01-01
2024,Tabasco,5.0,563.0,,,1091.0,290.0,216.0,,2024-01-01
2024,Tamaulipas,88.0,39.0,,,2.0,,1.0,,2024-01-01
2024,Tlaxcala,266.0,253.0,,,95.0,166.0,78.0,,2024-01-01
2024,Veracruz,162.0,742.0,1.0,111.0,1014.0,1122.0,257.0,,2024-01-01
2024,Yucatan,380.0,652.0,29.0,206.0,2768.0,1382.0,352.0,,2024-01-01
2024,Zacatecas,224.0,1071.0,,,1865.0,,,,2024-01-01
2024,Subdeleg.Norte,3138.0,2565.0,,2594.0,742.0,1697.0,367.0,,2024-01-01
2024,Subdeleg. Sur,117.0,3145.0,,4859.0,1042.0,1748.0,,,2024-01-01
2024,Subdeleg. Oriente,86.0,1710.0,285.0,38.0,1732.0,1093.0,34.0,,2024-01-01
2024,Subdeleg. Poniente,85.0,271.0,,2083.0,950.0,,,,2024-01-01
2024,Oficinas Centrales,214.0,1442.0,,8.0,15.0,,37.0,,2024-01-01
2024,Convive D.F.,,,,,2279.0,,,,2024-01-01
2024,Issstehuixtla,,,58343.0,,1000.0,,,,2024-01-01
2025,Aguascalientes,205.0,439.0,3.0,12.0,47.0,253.0,38.0,,2025-01-01
2025,Baja California,13.0,36.0,,,10.0,5.0,,,2025-01-01
2025,Baja California Sur,85.0,99.0,50.0,36.0,75.0,7.0,54.0,,2025-01-01
2025,Campeche,80.0,426.0,,,447.0,527.0,139.0,,2025-01-01
2025,Coahuila,89.0,94.0,,,215.0,,,,2025-01-01
2025,Colima,110.0,109.0,,,207.0,81.0,,,2025-01-01
2025,Chiapas,57.0,305.0,40.0,,618.0,272.0,183.0,,2025-01-01
2025,Chihuahua,57.0,476.0,,,352.0,36.0,35.0,,2025-01-01
2025,Durango,137.0,159.0,,,55.0,89.0,6.0,,2025-01-01
2025,Guanajuato,48.0,85.0,,,18.0,23.0,,,2025-01-01
2025,Guerrero,10.0,514.0,,5.0,,80.0,,,2025-01-01
2025,Hidalgo,96.0,252.0,,13.0,503.0,55.0,,,2025-01-01
2025,Jalisco,59.0,151.0,,31.0,157.0,57.0,7.0,,2025-01-01
2025,Mexico,268.0,382.0,172.0,806.0,217.0,148.0,29.0,,2025-01-01
2025,Michoacan,171.0,837.0,37.0,49.0,347.0,797.0,12.0,,2025-01-01
2025,Morelos,190.0,535.0,,8.0,291.0,260.0,151.0,,2025-01-01
2025,Nayarit,264.0,166.0,,,65.0,50.0,,,2025-01-01
2025,Nuevo Leon,78.0,183.0,10.0,220.0,68.0,109.0,7.0,,2025-01-01
2025,Oaxaca,153.0,168.0,,2.0,241.0,191.0,72.0,,2025-01-01
2025,Puebla,108.0,301.0,,,320.0,262.0,2.0,,2025-01-01
2025,Queretaro,33.0,142.0,39.0,,66.0,156.0,26.0,,2025-01-01
2025,Quintana Roo,39.0,177.0,,37.0,187.0,37.0,29.0,,2025-01-01
2025,San Luis Potosi,93.0,144.0,,124.0,49.0,169.0,,,2025-01-01
2025,Sinaloa,,,,,,,,,2025-01-01
2025,Sonora,14.0,151.0,,,56.0,136.0,25.0,,2025-01-01
2025,Tabasco,28.0,204.0,,3.0,257.0,131.0,65.0,,2025-01-01
2025,Tamaulipas,57.0,3.0,,,8.0,,,,2025-01-01
2025,Tlaxcala,84.0,86.0,1.0,,30.0,44.0,20.0,,2025-01-01
2025,Veracruz,106.0,145.0,4.0,42.0,147.0,180.0,43.0,,2025-01-01
2025,Yucatan,27.0,87.0,24.0,78.0,183.0,107.0,47.0,,2025-01-01
2025,Zacatecas,51.0,207.0,,,445.0,,33.0,,2025-01-01
2025,Subdeleg.Norte,1252.0,1092.0,,693.0,372.0,699.0,166.0,,2025-01-01
2025,Subdeleg. Sur,722.0,691.0,,2393.0,242.0,451.0,249.0,,2025-01-01
2025,Subdeleg. Oriente,127.0,558.0,6.0,20.0,287.0,206.0,106.0,,2025-01-01
2025,Subdeleg. Poniente,59.0,196.0,,1036.0,196.0,,,,2025-01-01
2025,Oficinas Centrales,29.0,58.0,,3.0,,,8.0,,2025-01-01
2025,Convive D.F.,,,,,,,,,2025-01-01
2025,Issstehuixtla,,,41812.0,,1951.0,,,,2025-01-01
